agent_id,o_node_id,d_node_id,o_zone_id,d_zone_id,matching_link_from_node_id,matching_link_to_node_id,matching_link_id,node_sequence,geometry
435,69,639,1,32,69,3776,490,639;1812;1495;224;1416;1414;1226;1408;227;1227;482;1743;1740;613;1736;2559;2558;2557;2556;2560;2497;522;5262;3891;108;3883;1110;107;1268;856;1313;1314;1292;48;3921;232;3772;366;233;3236;3;3153;4;1285;2782;2780;69;,"LINESTRING (-111.9330072 33.4202772, -111.9334642 33.42027419999999, -111.933688 33.4202728, -111.9341559 33.4202697, -111.9342885 33.4202734, -111.9344007 33.4202766, -111.9347904 33.4202875, -111.9348587 33.42028939999999, -111.935078 33.4202956, -111.9357401 33.4202904, -111.9366336 33.4202834, -111.9366373 33.4206051, -111.9366427 33.4210647, -111.9365335 33.4212272, -111.9365632 33.4218478, -111.936661 33.4218453, -111.9367585 33.421851, -111.9380591 33.4218402, -111.9381441 33.421823, -111.938242 33.4218221, -111.9398225 33.4218198, -111.9398538 33.4218932, -111.9398951 33.4219382, -111.939939 33.4219028, -111.9400803 33.4219289, -111.940079 33.42197849999999, -111.9400741 33.4225274, -111.9400687 33.4231956, -111.9414688 33.4238299, -111.9412691 33.4243385, -111.942677 33.4242646, -111.9432183 33.4242317, -111.9433507 33.4249452, -111.943347 33.4254811, -111.9434356 33.42545689999999, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9457793 33.4291351)"
438,4983,1834,1,32,4983,3284,10800,1834;2524;1833;3541;3542;2541;2058;779;126;275;398;403;407;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;2781;2784;3284;4983;,"LINESTRING (-111.9355056 33.4241499, -111.9355066 33.4242477, -111.9355078 33.424366, -111.9353948 33.4243414, -111.935387 33.4244898, -111.935094 33.42445189999999, -111.9351058 33.4253051, -111.9349717 33.4252787, -111.9349278 33.4254396, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9452165 33.4294497, -111.9453641 33.4305477, -111.94547935 33.43065840000001)"
439,3159,2461,1,32,3159,3283,7723,2461;3312;2460;759;1006;756;3936;3839;3887;3888;3889;3890;3548;824;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;2781;2784;3284;3159;,"LINESTRING (-111.9363014 33.4312001, -111.9365101 33.4312064, -111.9367661 33.4312147, -111.9378105 33.43122630000001, -111.9375374 33.4306151, -111.9374938 33.4305413, -111.9374689 33.4304979, -111.9385087 33.4299567, -111.9388274 33.4296956, -111.9391942 33.4295715, -111.9397917 33.4295164, -111.9399049 33.42944439999999, -111.9399022 33.4284956, -111.9398931 33.4275275, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9452165 33.4294497, -111.9453641 33.4305477, -111.9451318 33.4305537)"
440,4996,1832,1,32,4996,1279,10826,1832;1831;2537;1829;2521;29;2547;3550;2478;125;858;989;2552;4054;1854;688;407;822;690;3842;279;50;49;1279;4996;,"LINESTRING (-111.9364619 33.4242097, -111.9364635 33.4237848, -111.936562 33.4237844, -111.9366703 33.423784, -111.9366669 33.4242409, -111.936666 33.4243591, -111.9366683 33.4244745, -111.9366697 33.4248479, -111.9366718 33.4253943, -111.9366724 33.4254992, -111.9367711 33.4254993, -111.938161 33.4254954, -111.9381622 33.4256128, -111.9381648 33.4259301, -111.9387635 33.427076, -111.9395019 33.4273825, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427719 33.4275569, -111.9430789 33.4272077, -111.9432661100821 33.42738835038908)"
441,3222,397,1,32,3222,2792,6641,397;2473;2472;2475;2471;2552;4054;1854;688;407;822;690;3842;279;50;3844;280;233;3236;3235;3233;3231;3237;2793;2795;2792;3222;,"LINESTRING (-111.9363872 33.426209, -111.9361726 33.4261334, -111.9362367 33.4259473, -111.9365005 33.4258776, -111.9367764 33.4256092, -111.9381622 33.4256128, -111.9381648 33.4259301, -111.9387635 33.427076, -111.9395019 33.4273825, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9438673 33.4293268, -111.9438604 33.428349, -111.9440882 33.428349, -111.9443136 33.4283475, -111.9443125 33.4283045, -111.9443068 33.4280856, -111.9443026 33.4279205, -111.9444372 33.4279205)"
442,3783,3417,1,32,3783,2788,1514,3417;3418;3402;3404;2472;2475;2471;2552;4054;1854;688;407;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;69;2790;2791;2789;2788;3783;,"LINESTRING (-111.9359804 33.4256534, -111.9359801 33.4256845, -111.9359766 33.4258187, -111.9359814 33.425948, -111.9362367 33.4259473, -111.9365005 33.4258776, -111.9367764 33.4256092, -111.9381622 33.4256128, -111.9381648 33.4259301, -111.9387635 33.427076, -111.9395019 33.4273825, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9457793 33.4291351, -111.9467829 33.4291351, -111.9467852 33.4295146, -111.9467516 33.4302354, -111.9467635 33.4305707, -111.9461677 33.4307281)"
443,4768,2278,1,32,4768,1902,10370,2278;1508;1506;2276;1539;1505;1538;1502;3123;3863;3864;3860;5251;3865;2074;2068;176;2356;2065;2353;2063;191;2060;779;126;275;398;403;407;822;690;3842;279;408;1119;104;1898;1899;1902;4768;,"LINESTRING (-111.9325392 33.4210626, -111.9326197 33.4210994, -111.9326223 33.4214898, -111.9326225 33.4215207, -111.9326232 33.4216304, -111.9326233 33.4218355, -111.9328132 33.4218355, -111.9331704 33.421823, -111.9332217 33.4218228, -111.9332203 33.4219303, -111.9339885 33.4219235, -111.9348817 33.4219166, -111.9349692 33.4219591, -111.9349659 33.4220803, -111.9349706 33.4226097, -111.9349741 33.4231487, -111.9349761 33.4232093, -111.9349907 33.423297, -111.93499 33.4233768, -111.9349897 33.423492, -111.9349826 33.4242604, -111.9349809 33.4243346, -111.9349808 33.4243956, -111.9349717 33.4252787, -111.9349278 33.4254396, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9400695 33.4275261, -111.9400691 33.42776060000001, -111.9400739 33.4285325, -111.940709 33.4285255, -111.9407112 33.4286913, -111.9407132 33.4288384, -111.940921934982 33.42887858867442)"
444,3793,397,1,32,3793,2767,498,397;2473;2472;2475;2471;2552;4054;1854;688;407;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;69;3776;3777;75;3793;,"LINESTRING (-111.9363872 33.426209, -111.9361726 33.4261334, -111.9362367 33.4259473, -111.9365005 33.4258776, -111.9367764 33.4256092, -111.9381622 33.4256128, -111.9381648 33.4259301, -111.9387635 33.427076, -111.9395019 33.4273825, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9457793 33.4291351, -111.9457797 33.4287142, -111.9457732 33.4284228, -111.9457739 33.4281466, -111.9457707 33.4277998)"
446,3776,4262,1,33,3776,3777,492,4262;2368;296;2017;984;2364;3813;3506;739;694;1164;725;790;5248;793;1144;1460;2023;5252;2459;2457;3314;3131;2456;2455;1006;756;3936;3839;3887;3888;3889;3890;3548;824;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;69;3776;,"LINESTRING (-111.9261466 33.432, -111.92614 33.4298405, -111.9261282 33.4292857, -111.9260626 33.4295583, -111.9259635 33.4297891, -111.9224074 33.4302502, -111.9220726 33.4303138, -111.9220704 33.4293707, -111.9211588 33.4293611, -111.9211598 33.4292573, -111.9217497 33.4292597, -111.9239233 33.4288837, -111.9261046 33.4287728, -111.9262829 33.4288401, -111.9264921 33.4287917, -111.9272141 33.4288263, -111.9283645 33.4287643, -111.9291239 33.42867039999999, -111.9293054 33.42871760000001, -111.9293075 33.428878, -111.9294144 33.4288652, -111.9306812 33.4290446, -111.9312006 33.4292506, -111.9339413 33.4297066, -111.9350202 33.4303782, -111.9375374 33.4306151, -111.9374938 33.4305413, -111.9374689 33.4304979, -111.9385087 33.4299567, -111.9388274 33.4296956, -111.9391942 33.4295715, -111.9397917 33.4295164, -111.9399049 33.42944439999999, -111.9399022 33.4284956, -111.9398931 33.4275275, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9457793 33.4291351, -111.9457797 33.4287142)"
447,5070,1931,1,33,5070,4267,10974,1931;1930;3624;271;1974;1975;1212;276;277;1215;818;806;275;398;403;407;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;69;2790;2791;4267;5070;,"LINESTRING (-111.9265209 33.4203512, -111.9265088 33.4203708, -111.9282477 33.4219245, -111.9283481 33.422014, -111.928463 33.4221152, -111.9298185 33.4230743, -111.9302883 33.42317, -111.930412 33.4231839, -111.9305248 33.42320460000001, -111.932072 33.4240375, -111.9336431 33.4249755, -111.9346809 33.4253945, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9457793 33.4291351, -111.9467829 33.4291351, -111.9467852 33.4295146, -111.9469 33.4295148, -111.94702915 33.4296417)"
448,4996,288,1,33,4996,1279,10826,288;1953;1952;718;1068;5247;1069;0;1342;25;4118;3258;391;276;277;1215;818;806;275;398;403;407;822;690;3842;279;50;49;1279;4996;,"LINESTRING (-111.9257665 33.4253629, -111.9257075 33.4253654, -111.9259057 33.4254474, -111.9259069 33.4244988, -111.926132 33.4245014, -111.9263026 33.4245036, -111.926471 33.424506, -111.9275146 33.4245016, -111.9282474 33.4244664, -111.9290798 33.4242989, -111.9299243 33.4240186, -111.9303882 33.423295, -111.9304005 33.4232277, -111.930412 33.4231839, -111.9305248 33.42320460000001, -111.932072 33.4240375, -111.9336431 33.4249755, -111.9346809 33.4253945, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427719 33.4275569, -111.9430789 33.4272077, -111.9432661100821 33.42738835038908)"
449,3282,241,1,33,3282,4989,10813,241;1935;1934;1728;3624;271;1974;1975;1212;276;277;1215;818;806;275;398;403;407;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;2781;3282;,"LINESTRING (-111.9287164 33.421014, -111.9287972 33.4212022, -111.9287986 33.4212495, -111.9288 33.42192360000001, -111.9282477 33.4219245, -111.9283481 33.422014, -111.928463 33.4221152, -111.9298185 33.4230743, -111.9302883 33.42317, -111.930412 33.4231839, -111.9305248 33.42320460000001, -111.932072 33.4240375, -111.9336431 33.4249755, -111.9346809 33.4253945, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9450095 33.4294461)"
451,5067,3144,1,33,5067,4268,10968,3144;3143;3142;3141;2227;3178;2226;1969;778;777;1968;3847;3849;4119;4120;4118;3258;391;276;277;1215;818;806;275;398;403;407;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;69;2790;2791;2789;4268;5067;,"LINESTRING (-111.9236774 33.4227103, -111.9231839 33.4227061, -111.9231877 33.4224269, -111.9228968 33.4224269, -111.9228965 33.422132, -111.9238415 33.4221395, -111.9245933 33.4221454, -111.9261162 33.422183, -111.9262405 33.4221644, -111.926408 33.4221502, -111.9264897 33.4221498, -111.9264642 33.4233419, -111.9275107 33.4233377, -111.9287706 33.4236406, -111.9298852 33.4239543, -111.9299243 33.4240186, -111.9303882 33.423295, -111.9304005 33.4232277, -111.930412 33.4231839, -111.9305248 33.42320460000001, -111.932072 33.4240375, -111.9336431 33.4249755, -111.9346809 33.4253945, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9457793 33.4291351, -111.9467829 33.4291351, -111.9467852 33.4295146, -111.9467516 33.4302354, -111.9469 33.4301948, -111.9470164859614 33.43003877827045)"
452,2453,288,1,33,2453,4694,10223,288;1953;1952;718;1068;5247;1069;0;1342;3127;1961;1960;1959;1958;2024;2023;5252;2459;2457;3314;3131;2456;2455;1006;3857;2452;2453;,"LINESTRING (-111.9257665 33.4253629, -111.9257075 33.4253654, -111.9259057 33.4254474, -111.9259069 33.4244988, -111.926132 33.4245014, -111.9263026 33.4245036, -111.926471 33.424506, -111.9275146 33.4245016, -111.9282474 33.4244664, -111.9282489 33.4245417, -111.9265104 33.4245973, -111.9264582 33.4286822, -111.9264714 33.4286925, -111.9283624 33.4286857, -111.9291098 33.428605, -111.9291239 33.42867039999999, -111.9293054 33.42871760000001, -111.9293075 33.428878, -111.9294144 33.4288652, -111.9306812 33.4290446, -111.9312006 33.4292506, -111.9339413 33.4297066, -111.9350202 33.4303782, -111.9375374 33.4306151, -111.9385948 33.4300454, -111.939787 33.42976160000001, -111.9398724 33.4311569)"
453,4994,241,1,33,4994,3233,10822,241;1935;1934;1728;3624;271;1974;1975;1212;276;277;1215;818;806;275;398;403;407;822;690;3842;279;50;3844;280;233;3236;3235;3233;4994;,"LINESTRING (-111.9287164 33.421014, -111.9287972 33.4212022, -111.9287986 33.4212495, -111.9288 33.42192360000001, -111.9282477 33.4219245, -111.9283481 33.422014, -111.928463 33.4221152, -111.9298185 33.4230743, -111.9302883 33.42317, -111.930412 33.4231839, -111.9305248 33.42320460000001, -111.932072 33.4240375, -111.9336431 33.4249755, -111.9346809 33.4253945, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9438673 33.4293268, -111.9438604 33.428349, -111.9439325190184 33.42830657315629)"
454,2783,1675,1,33,2783,2785,6621,1675;1974;1975;1212;276;277;1215;818;806;275;398;403;407;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;2781;3282;2783;,"LINESTRING (-111.928542 33.42211810000001, -111.928463 33.4221152, -111.9298185 33.4230743, -111.9302883 33.42317, -111.930412 33.4231839, -111.9305248 33.42320460000001, -111.932072 33.4240375, -111.9336431 33.4249755, -111.9346809 33.4253945, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9450095 33.4294461, -111.9447374 33.4305631)"
455,69,3397,1,33,69,3776,490,3397;3395;4031;2053;1218;1215;818;806;275;398;403;407;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;69;,"LINESTRING (-111.930922 33.4230183, -111.9316145 33.423358, -111.9315104 33.4234587, -111.9321434 33.4239735, -111.9321078 33.4240044, -111.932072 33.4240375, -111.9336431 33.4249755, -111.9346809 33.4253945, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9457793 33.4291351)"
456,4677,3652,1,33,4677,1120,10188,3652;579;705;385;270;1930;3624;271;1974;1975;1212;276;277;1215;818;806;275;398;403;407;822;690;3842;279;408;1119;104;3898;1121;1120;4677;,"LINESTRING (-111.9261299 33.4202708, -111.9263019 33.4203615, -111.9263008 33.4202837, -111.926345 33.42028019999999, -111.9264083 33.42028010000001, -111.9265088 33.4203708, -111.9282477 33.4219245, -111.9283481 33.422014, -111.928463 33.4221152, -111.9298185 33.4230743, -111.9302883 33.42317, -111.930412 33.4231839, -111.9305248 33.42320460000001, -111.932072 33.4240375, -111.9336431 33.4249755, -111.9346809 33.4253945, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9400695 33.4275261, -111.9400691 33.42776060000001, -111.9400739 33.4285325, -111.9399794 33.4284477, -111.9399616 33.4284311, -111.9399618 33.4281865, -111.9404138 33.42804875)"
457,3154,703,1,33,3154,3156,7419,703;2363;702;1936;626;1708;3933;3934;1707;1688;3119;119;1139;271;1974;1975;1212;276;277;1215;818;806;275;398;403;407;822;690;3842;279;50;3844;280;233;3236;3;3152;3156;3154;,"LINESTRING (-111.9278753 33.4204464, -111.9278735 33.4203231, -111.9280254 33.4203682, -111.9288119 33.4203449, -111.9289287 33.4203474, -111.9290324 33.4203327, -111.9290447 33.4206859, -111.9290485 33.4208457, -111.9290573 33.4212076, -111.9290369 33.4219174, -111.9289349 33.4219201, -111.9289415 33.4220194, -111.9285987 33.4220169, -111.9283481 33.422014, -111.928463 33.4221152, -111.9298185 33.4230743, -111.9302883 33.42317, -111.930412 33.4231839, -111.9305248 33.42320460000001, -111.932072 33.4240375, -111.9336431 33.4249755, -111.9346809 33.4253945, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442568 33.4295279, -111.9442601 33.4299032, -111.9443731 33.4299049)"
