agent_id,o_node_id,d_node_id,o_zone_id,d_zone_id,matching_link_from_node_id,matching_link_to_node_id,matching_link_id,node_sequence,geometry
262,5068,448,1,31,5068,2789,10970,448;452;434;444;1079;432;3830;742;3916;3831;3832;430;740;3846;851;188;280;233;3236;3;3153;4;1285;2782;2780;69;2790;2791;2789;5068;,"LINESTRING (-111.9450786 33.4315075, -111.943241 33.4309221, -111.9432128 33.4303148, -111.9431917 33.4302098, -111.9430423 33.429831, -111.9428484 33.4296132, -111.942704 33.4295252, -111.9426236 33.4294744, -111.9425324 33.4293994, -111.942523 33.42925200000001, -111.9427707 33.4291942, -111.9428468 33.4292652, -111.9428674 33.4293722, -111.9430137 33.4296434, -111.9434283 33.4295304, -111.9434575 33.4295241, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9457793 33.4291351, -111.9467829 33.4291351, -111.9467852 33.4295146, -111.9467516 33.4302354, -111.9465278432298 33.43011062488137)"
263,3223,2334,1,31,3223,2793,7528,2334;2333;1909;1908;494;1905;493;2191;103;693;5261;3907;692;3926;68;799;1155;744;427;3831;3832;430;740;3846;851;188;280;233;3236;3235;3233;3231;3237;2793;3223;,"LINESTRING (-111.9412926 33.4310077, -111.9413651 33.4309293, -111.9412451 33.4307553, -111.9410044 33.4304071, -111.9408325 33.4303547, -111.9406224 33.4301435, -111.9402012 33.4298339, -111.9401922 33.4297297, -111.9400948 33.4297326, -111.9399703 33.4297456, -111.9400298 33.42967460000001, -111.9399662 33.4296617, -111.9399635 33.4295773, -111.940043 33.4295721, -111.9400872 33.4295692, -111.9401777 33.429559, -111.9406832 33.4295107, -111.941344 33.4294485, -111.9424679 33.4293072, -111.942523 33.42925200000001, -111.9427707 33.4291942, -111.9428468 33.4292652, -111.9428674 33.4293722, -111.9430137 33.4296434, -111.9434283 33.4295304, -111.9434575 33.4295241, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9438673 33.4293268, -111.9438604 33.428349, -111.9440882 33.428349, -111.9443136 33.4283475, -111.9443125 33.4283045, -111.9444383 33.4283051)"
265,1902,448,1,31,1902,4768,10371,448;452;434;444;1079;432;3830;742;3916;3911;3835;3927;3923;3926;68;799;1155;744;1893;1896;1894;1901;1902;,"LINESTRING (-111.9450786 33.4315075, -111.943241 33.4309221, -111.9432128 33.4303148, -111.9431917 33.4302098, -111.9430423 33.429831, -111.9428484 33.4296132, -111.942704 33.4295252, -111.9426236 33.4294744, -111.9425324 33.4293994, -111.9409616 33.4295636, -111.9402329 33.429636, -111.9401843 33.4296305, -111.9400883 33.4296013, -111.940043 33.4295721, -111.9400872 33.4295692, -111.9401777 33.429559, -111.9406832 33.4295107, -111.941344 33.4294485, -111.9413419 33.429289, -111.9411162 33.4292905, -111.9409281 33.4292918, -111.9407194 33.4292932, -111.9407132 33.4288384)"
266,4768,4188,1,31,4768,1902,10370,4188;299;438;298;426;435;496;495;2333;1909;1908;494;1905;493;2191;103;693;5261;3907;692;3926;68;799;1155;744;1893;1896;1894;1901;1902;4768;,"LINESTRING (-111.9423331 33.432, -111.9422497 33.431997, -111.942376 33.4315403, -111.9423442 33.4314812, -111.9421556 33.4313259, -111.9418572 33.4312355, -111.9415213 33.43125089999999, -111.9414091 33.4309672, -111.9413651 33.4309293, -111.9412451 33.4307553, -111.9410044 33.4304071, -111.9408325 33.4303547, -111.9406224 33.4301435, -111.9402012 33.4298339, -111.9401922 33.4297297, -111.9400948 33.4297326, -111.9399703 33.4297456, -111.9400298 33.42967460000001, -111.9399662 33.4296617, -111.9399635 33.4295773, -111.940043 33.4295721, -111.9400872 33.4295692, -111.9401777 33.429559, -111.9406832 33.4295107, -111.941344 33.4294485, -111.9413419 33.429289, -111.9411162 33.4292905, -111.9409281 33.4292918, -111.9407194 33.4292932, -111.9407132 33.4288384, -111.940921934982 33.42887858867442)"
268,3154,1857,1,31,3154,3156,7419,1857;1858;1859;823;407;822;690;3842;279;50;3844;280;233;3236;3;3152;3156;3154;,"LINESTRING (-111.9397371 33.428148, -111.9397309 33.4276066, -111.9395127 33.4276067, -111.9395096 33.4275174, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442568 33.4295279, -111.9442601 33.4299032, -111.9443731 33.4299049)"
269,3282,3149,1,31,3282,4989,10813,3149;3148;49;3919;3844;280;233;3236;3;3153;4;1285;2782;2780;2781;3282;,"LINESTRING (-111.9415105 33.4270506, -111.941512 33.42737750000001, -111.9427719 33.4275569, -111.9428412 33.4275963, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9450095 33.4294461)"
270,4992,3876,1,31,4992,3283,10818,3876;3875;433;429;506;445;447;440;452;434;444;1079;432;3830;742;3916;3831;3832;430;740;3846;851;188;280;233;3236;3;3153;4;1285;2782;2780;2781;3282;2783;3283;4992;,"LINESTRING (-111.9427879 33.4308795, -111.9427015 33.4309795, -111.9426993 33.431078, -111.9427021 33.43142750000001, -111.9428146 33.4314253, -111.9428288 33.4309188, -111.9428607 33.430917, -111.9430187 33.4309173, -111.943241 33.4309221, -111.9432128 33.4303148, -111.9431917 33.4302098, -111.9430423 33.429831, -111.9428484 33.4296132, -111.942704 33.4295252, -111.9426236 33.4294744, -111.9425324 33.4293994, -111.942523 33.42925200000001, -111.9427707 33.4291942, -111.9428468 33.4292652, -111.9428674 33.4293722, -111.9430137 33.4296434, -111.9434283 33.4295304, -111.9434575 33.4295241, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9450095 33.4294461, -111.9447374 33.4305631, -111.9449304 33.4305591, -111.9449177769368 33.43025756647571)"
271,4759,788,1,31,4759,1123,10352,788;425;448;452;434;444;1079;432;3830;1156;1157;746;800;5261;3907;692;798;3924;1124;1123;4759;,"LINESTRING (-111.9464058 33.4314309, -111.9453632 33.4314408, -111.9450786 33.4315075, -111.943241 33.4309221, -111.9432128 33.4303148, -111.9431917 33.4302098, -111.9430423 33.429831, -111.9428484 33.4296132, -111.942704 33.4295252, -111.9420775 33.4295382, -111.9417837 33.4295365, -111.9409154 33.429599, -111.9401871 33.4296574, -111.9400298 33.42967460000001, -111.9399662 33.4296617, -111.9399635 33.4295773, -111.9399608 33.4294989, -111.9399694 33.4294678, -111.9399845 33.4292269, -111.9399832 33.4290713, -111.9396275610634 33.42900183957961)"
272,4991,4264,1,31,4991,3155,10816,4264;854;187;852;693;5261;3907;692;3926;68;799;1155;744;427;3831;3832;430;740;3846;851;188;280;233;3236;3;3152;3156;3154;3155;4991;,"LINESTRING (-111.9401906 33.432, -111.9401264 33.4316795, -111.9400556 33.4312394, -111.9399748 33.4301976, -111.9399703 33.4297456, -111.9400298 33.42967460000001, -111.9399662 33.4296617, -111.9399635 33.4295773, -111.940043 33.4295721, -111.9400872 33.4295692, -111.9401777 33.429559, -111.9406832 33.4295107, -111.941344 33.4294485, -111.9424679 33.4293072, -111.942523 33.42925200000001, -111.9427707 33.4291942, -111.9428468 33.4292652, -111.9428674 33.4293722, -111.9430137 33.4296434, -111.9434283 33.4295304, -111.9434575 33.4295241, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442568 33.4295279, -111.9442601 33.4299032, -111.9443731 33.4299049, -111.9445208 33.4300704, -111.9446671 33.42992599999999)"
274,4980,2786,1,31,4980,3155,10794,2786;2785;2783;3282;2781;2782;1285;4;3153;3;3152;3156;3154;3155;4980;,"LINESTRING (-111.9445329 33.4307844, -111.9445366 33.4305672, -111.9447374 33.4305631, -111.9450095 33.4294461, -111.9451095 33.4294457, -111.9450555 33.4291399, -111.9448055 33.4291415, -111.9443252 33.4291446, -111.9442632 33.4293622, -111.9442567 33.4295155, -111.9442568 33.4295279, -111.9442601 33.4299032, -111.9443731 33.4299049, -111.9445208 33.4300704, -111.9444630282001 33.43002806807458)"
275,5064,3549,1,31,5064,69,10962,3549;3548;824;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;69;5064;,"LINESTRING (-111.9397825 33.4284947, -111.9399022 33.4284956, -111.9398931 33.4275275, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9457793 33.4291351, -111.9460298137606 33.42954769741662)"
276,4995,2334,1,31,4995,4,10824,2334;2333;1909;1908;494;1905;493;2191;103;693;5261;3907;692;3926;68;799;1155;744;427;3831;3832;430;740;3846;851;188;280;233;3236;3;3153;4;4995;,"LINESTRING (-111.9412926 33.4310077, -111.9413651 33.4309293, -111.9412451 33.4307553, -111.9410044 33.4304071, -111.9408325 33.4303547, -111.9406224 33.4301435, -111.9402012 33.4298339, -111.9401922 33.4297297, -111.9400948 33.4297326, -111.9399703 33.4297456, -111.9400298 33.42967460000001, -111.9399662 33.4296617, -111.9399635 33.4295773, -111.940043 33.4295721, -111.9400872 33.4295692, -111.9401777 33.429559, -111.9406832 33.4295107, -111.941344 33.4294485, -111.9424679 33.4293072, -111.942523 33.42925200000001, -111.9427707 33.4291942, -111.9428468 33.4292652, -111.9428674 33.4293722, -111.9430137 33.4296434, -111.9434283 33.4295304, -111.9434575 33.4295241, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9440528590417 33.42889365827889)"
277,5006,1912,1,31,5006,1285,10846,1912;493;2191;103;693;5261;3907;692;3926;68;799;1155;744;427;3831;3832;430;740;3846;851;188;280;233;3236;3;3153;4;1285;5006;,"LINESTRING (-111.9404964 33.43116550000001, -111.9402012 33.4298339, -111.9401922 33.4297297, -111.9400948 33.4297326, -111.9399703 33.4297456, -111.9400298 33.42967460000001, -111.9399662 33.4296617, -111.9399635 33.4295773, -111.940043 33.4295721, -111.9400872 33.4295692, -111.9401777 33.429559, -111.9406832 33.4295107, -111.941344 33.4294485, -111.9424679 33.4293072, -111.942523 33.42925200000001, -111.9427707 33.4291942, -111.9428468 33.4292652, -111.9428674 33.4293722, -111.9430137 33.4296434, -111.9434283 33.4295304, -111.9434575 33.4295241, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.944872 33.429055)"
278,3155,1911,1,31,3155,4980,10795,1911;2335;1910;431;443;435;496;495;2333;1909;1908;494;1905;493;2191;103;693;5261;3907;692;3926;68;799;1155;744;427;3831;3832;430;740;3846;851;188;280;233;3236;3;3152;3156;3154;3155;,"LINESTRING (-111.942307 33.4304003, -111.9420834 33.4305686, -111.9419671 33.430723, -111.9419381 33.43088839999999, -111.9419532 33.4310422, -111.9418572 33.4312355, -111.9415213 33.43125089999999, -111.9414091 33.4309672, -111.9413651 33.4309293, -111.9412451 33.4307553, -111.9410044 33.4304071, -111.9408325 33.4303547, -111.9406224 33.4301435, -111.9402012 33.4298339, -111.9401922 33.4297297, -111.9400948 33.4297326, -111.9399703 33.4297456, -111.9400298 33.42967460000001, -111.9399662 33.4296617, -111.9399635 33.4295773, -111.940043 33.4295721, -111.9400872 33.4295692, -111.9401777 33.429559, -111.9406832 33.4295107, -111.941344 33.4294485, -111.9424679 33.4293072, -111.942523 33.42925200000001, -111.9427707 33.4291942, -111.9428468 33.4292652, -111.9428674 33.4293722, -111.9430137 33.4296434, -111.9434283 33.4295304, -111.9434575 33.4295241, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442568 33.4295279, -111.9442601 33.4299032, -111.9443731 33.4299049, -111.9445208 33.4300704)"
279,3282,2334,1,31,3282,2783,7718,2334;2333;1909;1908;494;1905;493;2191;103;693;5261;3907;692;3926;68;799;1155;744;427;3831;3832;430;740;3846;851;188;280;233;3236;3;3153;4;1285;2782;2780;2781;3282;,"LINESTRING (-111.9412926 33.4310077, -111.9413651 33.4309293, -111.9412451 33.4307553, -111.9410044 33.4304071, -111.9408325 33.4303547, -111.9406224 33.4301435, -111.9402012 33.4298339, -111.9401922 33.4297297, -111.9400948 33.4297326, -111.9399703 33.4297456, -111.9400298 33.42967460000001, -111.9399662 33.4296617, -111.9399635 33.4295773, -111.940043 33.4295721, -111.9400872 33.4295692, -111.9401777 33.429559, -111.9406832 33.4295107, -111.941344 33.4294485, -111.9424679 33.4293072, -111.942523 33.42925200000001, -111.9427707 33.4291942, -111.9428468 33.4292652, -111.9428674 33.4293722, -111.9430137 33.4296434, -111.9434283 33.4295304, -111.9434575 33.4295241, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9450095 33.4294461)"
281,4676,2334,1,31,4676,722,10186,2334;2333;1909;1908;494;1905;493;2191;103;693;5261;3907;692;3926;68;799;1155;744;1893;722;4676;,"LINESTRING (-111.9412926 33.4310077, -111.9413651 33.4309293, -111.9412451 33.4307553, -111.9410044 33.4304071, -111.9408325 33.4303547, -111.9406224 33.4301435, -111.9402012 33.4298339, -111.9401922 33.4297297, -111.9400948 33.4297326, -111.9399703 33.4297456, -111.9400298 33.42967460000001, -111.9399662 33.4296617, -111.9399635 33.4295773, -111.940043 33.4295721, -111.9400872 33.4295692, -111.9401777 33.429559, -111.9406832 33.4295107, -111.941344 33.4294485, -111.9413419 33.429289, -111.9413318 33.4285186, -111.9416894682781 33.42805713211949)"
282,3784,788,1,31,3784,3783,8711,788;425;448;452;434;444;1079;432;3830;742;3916;3831;3832;430;740;3846;851;188;280;233;3236;3;3153;4;1285;2782;2780;2781;2784;3284;3159;3158;3783;3784;,"LINESTRING (-111.9464058 33.4314309, -111.9453632 33.4314408, -111.9450786 33.4315075, -111.943241 33.4309221, -111.9432128 33.4303148, -111.9431917 33.4302098, -111.9430423 33.429831, -111.9428484 33.4296132, -111.942704 33.4295252, -111.9426236 33.4294744, -111.9425324 33.4293994, -111.942523 33.42925200000001, -111.9427707 33.4291942, -111.9428468 33.4292652, -111.9428674 33.4293722, -111.9430137 33.4296434, -111.9434283 33.4295304, -111.9434575 33.4295241, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9452165 33.4294497, -111.9453641 33.4305477, -111.9451318 33.4305537, -111.9452441 33.4307647, -111.9461677 33.4307281, -111.9461665 33.4306462)"
283,4677,4204,1,31,4677,1120,10188,4204;499;496;495;2333;1909;1908;494;1905;493;2191;103;693;5261;3907;692;798;3924;3840;3894;3895;1121;1120;4677;,"LINESTRING (-111.9406975 33.432, -111.9410003 33.4319134, -111.9415213 33.43125089999999, -111.9414091 33.4309672, -111.9413651 33.4309293, -111.9412451 33.4307553, -111.9410044 33.4304071, -111.9408325 33.4303547, -111.9406224 33.4301435, -111.9402012 33.4298339, -111.9401922 33.4297297, -111.9400948 33.4297326, -111.9399703 33.4297456, -111.9400298 33.42967460000001, -111.9399662 33.4296617, -111.9399635 33.4295773, -111.9399608 33.4294989, -111.9399694 33.4294678, -111.9399568 33.4293394, -111.939971 33.4284949, -111.9399764 33.4284638, -111.9399616 33.4284311, -111.9399618 33.4281865, -111.9404138 33.42804875)"
284,3783,1912,1,31,3783,2788,1514,1912;493;2191;103;693;5261;3907;692;3926;68;799;1155;744;427;3831;3832;430;740;3846;851;188;280;233;3236;3;3153;4;1285;2782;2780;69;2790;2791;2789;2788;3783;,"LINESTRING (-111.9404964 33.43116550000001, -111.9402012 33.4298339, -111.9401922 33.4297297, -111.9400948 33.4297326, -111.9399703 33.4297456, -111.9400298 33.42967460000001, -111.9399662 33.4296617, -111.9399635 33.4295773, -111.940043 33.4295721, -111.9400872 33.4295692, -111.9401777 33.429559, -111.9406832 33.4295107, -111.941344 33.4294485, -111.9424679 33.4293072, -111.942523 33.42925200000001, -111.9427707 33.4291942, -111.9428468 33.4292652, -111.9428674 33.4293722, -111.9430137 33.4296434, -111.9434283 33.4295304, -111.9434575 33.4295241, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9457793 33.4291351, -111.9467829 33.4291351, -111.9467852 33.4295146, -111.9467516 33.4302354, -111.9467635 33.4305707, -111.9461677 33.4307281)"
289,4986,3149,1,31,4986,2784,10806,3149;3148;49;3919;3844;280;233;3236;3;3153;4;1285;2782;2780;2781;2784;4986;,"LINESTRING (-111.9415105 33.4270506, -111.941512 33.42737750000001, -111.9427719 33.4275569, -111.9428412 33.4275963, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9452165 33.4294497, -111.9455759559693 33.42991662511383)"
290,5063,788,1,31,5063,3786,10960,788;425;448;452;434;444;1079;432;3830;742;3916;3831;3832;430;740;3846;851;188;280;233;3236;3;3153;4;1285;2782;2780;2781;2784;3284;3159;3158;3783;3784;3785;3786;5063;,"LINESTRING (-111.9464058 33.4314309, -111.9453632 33.4314408, -111.9450786 33.4315075, -111.943241 33.4309221, -111.9432128 33.4303148, -111.9431917 33.4302098, -111.9430423 33.429831, -111.9428484 33.4296132, -111.942704 33.4295252, -111.9426236 33.4294744, -111.9425324 33.4293994, -111.942523 33.42925200000001, -111.9427707 33.4291942, -111.9428468 33.4292652, -111.9428674 33.4293722, -111.9430137 33.4296434, -111.9434283 33.4295304, -111.9434575 33.4295241, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9452165 33.4294497, -111.9453641 33.4305477, -111.9451318 33.4305537, -111.9452441 33.4307647, -111.9461677 33.4307281, -111.9461665 33.4306462, -111.9461674 33.4304246, -111.946166 33.430348, -111.9458578283399 33.43031172686725)"
291,4756,4204,1,31,4756,1855,10346,4204;499;496;495;2333;1909;1908;494;1905;493;2191;103;693;5261;3907;692;798;3924;3840;3894;3548;824;823;1859;1855;4756;,"LINESTRING (-111.9406975 33.432, -111.9410003 33.4319134, -111.9415213 33.43125089999999, -111.9414091 33.4309672, -111.9413651 33.4309293, -111.9412451 33.4307553, -111.9410044 33.4304071, -111.9408325 33.4303547, -111.9406224 33.4301435, -111.9402012 33.4298339, -111.9401922 33.4297297, -111.9400948 33.4297326, -111.9399703 33.4297456, -111.9400298 33.42967460000001, -111.9399662 33.4296617, -111.9399635 33.4295773, -111.9399608 33.4294989, -111.9399694 33.4294678, -111.9399568 33.4293394, -111.939971 33.4284949, -111.9399022 33.4284956, -111.9398931 33.4275275, -111.9395096 33.4275174, -111.9395127 33.4276067, -111.9395312 33.4280618, -111.9394959494541 33.42784394349894)"
294,4995,2786,1,31,4995,4,10824,2786;2785;2783;3282;2781;2782;1285;4;4995;,"LINESTRING (-111.9445329 33.4307844, -111.9445366 33.4305672, -111.9447374 33.4305631, -111.9450095 33.4294461, -111.9451095 33.4294457, -111.9450555 33.4291399, -111.9448055 33.4291415, -111.9443252 33.4291446, -111.9440528590417 33.42889365827889)"
296,76,1857,1,31,76,75,171,1857;1858;1859;823;407;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;69;3776;3777;75;76;,"LINESTRING (-111.9397371 33.428148, -111.9397309 33.4276066, -111.9395127 33.4276067, -111.9395096 33.4275174, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9457793 33.4291351, -111.9457797 33.4287142, -111.9457732 33.4284228, -111.9457739 33.4281466, -111.9465214 33.4281482)"
297,3897,4204,1,31,3897,3900,7962,4204;499;496;495;2333;1909;1908;494;1905;493;2191;103;693;5261;3907;692;798;3924;3840;3894;3548;824;822;690;689;3900;3897;,"LINESTRING (-111.9406975 33.432, -111.9410003 33.4319134, -111.9415213 33.43125089999999, -111.9414091 33.4309672, -111.9413651 33.4309293, -111.9412451 33.4307553, -111.9410044 33.4304071, -111.9408325 33.4303547, -111.9406224 33.4301435, -111.9402012 33.4298339, -111.9401922 33.4297297, -111.9400948 33.4297326, -111.9399703 33.4297456, -111.9400298 33.42967460000001, -111.9399662 33.4296617, -111.9399635 33.4295773, -111.9399608 33.4294989, -111.9399694 33.4294678, -111.9399568 33.4293394, -111.939971 33.4284949, -111.9399022 33.4284956, -111.9398931 33.4275275, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399633 33.4273851, -111.939984 33.4273851, -111.9399788 33.4264657)"
298,4302,1906,1,31,4302,3800,8736,1906;1905;493;2191;103;693;5261;3907;692;3926;68;799;1155;744;427;3831;730;51;1280;411;50;3844;280;233;3236;3;3153;4;1285;2782;2780;69;3776;3777;75;3793;2767;3800;4302;,"LINESTRING (-111.9405295 33.4304119, -111.9406224 33.4301435, -111.9402012 33.4298339, -111.9401922 33.4297297, -111.9400948 33.4297326, -111.9399703 33.4297456, -111.9400298 33.42967460000001, -111.9399662 33.4296617, -111.9399635 33.4295773, -111.940043 33.4295721, -111.9400872 33.4295692, -111.9401777 33.429559, -111.9406832 33.4295107, -111.941344 33.4294485, -111.9424679 33.4293072, -111.942523 33.42925200000001, -111.9425485 33.4291402, -111.942465 33.4284426, -111.9425545 33.4279426, -111.942647 33.4277383, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9457793 33.4291351, -111.9457797 33.4287142, -111.9457732 33.4284228, -111.9457739 33.4281466, -111.9457707 33.4277998, -111.9457713 33.4276848, -111.9457714 33.4274554, -111.9469 33.42746330000001)"
300,2781,788,1,31,2781,2780,6617,788;425;448;452;434;444;1079;432;3830;742;3916;3831;3832;430;740;3846;851;188;280;233;3236;3;3153;4;1285;2782;2780;2781;,"LINESTRING (-111.9464058 33.4314309, -111.9453632 33.4314408, -111.9450786 33.4315075, -111.943241 33.4309221, -111.9432128 33.4303148, -111.9431917 33.4302098, -111.9430423 33.429831, -111.9428484 33.4296132, -111.942704 33.4295252, -111.9426236 33.4294744, -111.9425324 33.4293994, -111.942523 33.42925200000001, -111.9427707 33.4291942, -111.9428468 33.4292652, -111.9428674 33.4293722, -111.9430137 33.4296434, -111.9434283 33.4295304, -111.9434575 33.4295241, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457)"
302,2781,3160,1,31,2781,5235,11305,3160;3159;3284;2784;2781;,"LINESTRING (-111.9450364 33.4307669, -111.9451318 33.4305537, -111.9453641 33.4305477, -111.9452165 33.4294497, -111.9451095 33.4294457)"
305,4302,3149,1,31,4302,3800,8736,3149;3148;49;3919;3844;280;233;3236;3;3153;4;1285;2782;2780;69;3776;3777;75;3793;2767;3800;4302;,"LINESTRING (-111.9415105 33.4270506, -111.941512 33.42737750000001, -111.9427719 33.4275569, -111.9428412 33.4275963, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9457793 33.4291351, -111.9457797 33.4287142, -111.9457732 33.4284228, -111.9457739 33.4281466, -111.9457707 33.4277998, -111.9457713 33.4276848, -111.9457714 33.4274554, -111.9469 33.42746330000001)"
306,4,1912,1,31,4,3237,2915,1912;493;2191;103;693;5261;3907;692;3926;68;799;1155;744;427;3831;3832;430;740;3846;851;188;280;233;3236;3235;3233;3231;3237;4;,"LINESTRING (-111.9404964 33.43116550000001, -111.9402012 33.4298339, -111.9401922 33.4297297, -111.9400948 33.4297326, -111.9399703 33.4297456, -111.9400298 33.42967460000001, -111.9399662 33.4296617, -111.9399635 33.4295773, -111.940043 33.4295721, -111.9400872 33.4295692, -111.9401777 33.429559, -111.9406832 33.4295107, -111.941344 33.4294485, -111.9424679 33.4293072, -111.942523 33.42925200000001, -111.9427707 33.4291942, -111.9428468 33.4292652, -111.9428674 33.4293722, -111.9430137 33.4296434, -111.9434283 33.4295304, -111.9434575 33.4295241, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9438673 33.4293268, -111.9438604 33.428349, -111.9440882 33.428349, -111.9443136 33.4283475, -111.9443252 33.4291446)"
307,4979,4204,1,31,4979,3151,10792,4204;499;496;495;2333;1909;1908;494;1905;493;2191;103;693;5261;3907;692;3926;68;799;1155;744;427;3831;3832;430;740;3846;851;188;280;233;3236;3;3153;3151;4979;,"LINESTRING (-111.9406975 33.432, -111.9410003 33.4319134, -111.9415213 33.43125089999999, -111.9414091 33.4309672, -111.9413651 33.4309293, -111.9412451 33.4307553, -111.9410044 33.4304071, -111.9408325 33.4303547, -111.9406224 33.4301435, -111.9402012 33.4298339, -111.9401922 33.4297297, -111.9400948 33.4297326, -111.9399703 33.4297456, -111.9400298 33.42967460000001, -111.9399662 33.4296617, -111.9399635 33.4295773, -111.940043 33.4295721, -111.9400872 33.4295692, -111.9401777 33.429559, -111.9406832 33.4295107, -111.941344 33.4294485, -111.9424679 33.4293072, -111.942523 33.42925200000001, -111.9427707 33.4291942, -111.9428468 33.4292652, -111.9428674 33.4293722, -111.9430137 33.4296434, -111.9434283 33.4295304, -111.9434575 33.4295241, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443716 33.4293624, -111.9445009477578 33.42943607707105)"
